Ten_Huyen,date,temperature_2m,relative_humidity_2m,wind_speed_10m,cloud_cover,rain
Chuong My,2025-10-11 03:00:00+07:00,24.0075,94,1.8,15,0
Long Bien,2025-10-11 03:00:00+07:00,25.1585,93,2.968636,0,0
Tu Liem,2025-10-11 03:00:00+07:00,25.1585,93,2.968636,0,0
Thanh Oai,2025-10-11 03:00:00+07:00,25.254,89,1.1384199,0,0
Thanh Xuan,2025-10-11 03:00:00+07:00,25.1065,93,2.968636,0,0
Ba Dinh,2025-10-11 04:00:00+07:00,24.863,95,2.968636,0,0
Ung Hoa,2025-10-11 04:00:00+07:00,24.904,91,1.0182338,0,0
Dong Anh,2025-10-11 04:00:00+07:00,25.776,95,4.68,32,0
Cau Giay,2025-10-11 04:00:00+07:00,24.921501,95,2.968636,0,0
Me Linh,2025-10-11 04:00:00+07:00,25.126,96,4.1046314,43,0
Ha Dong,2025-10-11 04:00:00+07:00,24.921501,95,2.968636,0,0
Dong Da,2025-10-11 04:00:00+07:00,24.9085,95,2.968636,0,0
Son Tay,2025-10-11 04:00:00+07:00,24.952,94,2.1897945,74,0
Soc Son,2025-10-11 04:00:00+07:00,25.4155,95,3.9763298,29,0
My Duc,2025-10-11 04:00:00+07:00,24.8975,91,1.0182338,0,0
Hoai Duc,2025-10-11 04:00:00+07:00,24.921501,95,2.968636,0,0
Ba Vi,2025-10-11 04:00:00+07:00,24.257,96,0.8049845,61,0
Tu Liem,2025-10-11 04:00:00+07:00,24.9085,95,2.968636,0,0
Thach That,2025-10-11 04:00:00+07:00,24.925999,94,2.1897945,74,0
Thanh Oai,2025-10-11 04:00:00+07:00,25.154,90,1.8,0,0
Thanh Tri,2025-10-11 04:00:00+07:00,24.928,96,3.2399998,10,0
Dan Phuong,2025-10-11 04:00:00+07:00,25.1325,96,4.1046314,43,0
Phu Xuyen,2025-10-11 04:00:00+07:00,24.689,95,2.9024127,9,0
Gia Lam,2025-10-11 04:00:00+07:00,25.7565,95,3.6,49,0
Tay Ho,2025-10-11 04:00:00+07:00,25.789,95,4.68,32,0
Hoang Mai,2025-10-11 04:00:00+07:00,24.915,95,2.968636,0,0
Chuong My,2025-10-11 04:00:00+07:00,24.1575,93,1.4399999,0,0
Thuong Tin,2025-10-11 04:00:00+07:00,24.915,96,3.2399998,10,0
Hoan Kiem,2025-10-11 04:00:00+07:00,24.8825,95,2.968636,0,0
Phuc Tho,2025-10-11 04:00:00+07:00,25.152,96,4.1046314,43,0
Quoc Oai,2025-10-11 04:00:00+07:00,23.278,98,2.3051248,50,0
Long Bien,2025-10-11 04:00:00+07:00,24.9085,95,2.968636,0,0
Hai Ba Trung,2025-10-11 04:00:00+07:00,24.876,95,2.968636,0,0
Thanh Xuan,2025-10-11 04:00:00+07:00,24.8565,95,2.968636,0,0
Soc Son,2025-10-11 05:00:00+07:00,25.2155,96,3.9763298,37,0
Thuong Tin,2025-10-11 05:00:00+07:00,24.865,96,3.7585104,36,0
My Duc,2025-10-11 05:00:00+07:00,24.5975,93,2.0364676,23,0
Hai Ba Trung,2025-10-11 05:00:00+07:00,24.675999,96,2.7416782,11,0
Gia Lam,2025-10-11 05:00:00+07:00,25.6565,95,4.73506,46,0
Dan Phuong,2025-10-11 05:00:00+07:00,25.0325,96,3.7064266,29,0
Tay Ho,2025-10-11 05:00:00+07:00,25.639,96,4.68,33,0
Hoai Duc,2025-10-11 05:00:00+07:00,24.7215,96,2.7416782,11,0
Thach That,2025-10-11 05:00:00+07:00,24.626,96,2.0991426,62,0
Long Bien,2025-10-11 05:00:00+07:00,24.7085,96,2.7416782,11,0
Thanh Oai,2025-10-11 05:00:00+07:00,24.804,92,2.3051248,0,0
Tu Liem,2025-10-11 05:00:00+07:00,24.7085,96,2.7416782,11,0
Hoan Kiem,2025-10-11 05:00:00+07:00,24.682499,96,2.7416782,11,0
Ba Vi,2025-10-11 05:00:00+07:00,24.357,95,0.35999998,48,0
Dong Da,2025-10-11 05:00:00+07:00,24.7085,96,2.7416782,11,0
Phuc Tho,2025-10-11 05:00:00+07:00,25.052,96,3.7064266,29,0
Quoc Oai,2025-10-11 05:00:00+07:00,23.178,98,2.5959969,49,0
Cau Giay,2025-10-11 05:00:00+07:00,24.7215,96,2.7416782,11,0
Hoang Mai,2025-10-11 05:00:00+07:00,24.715,96,2.7416782,11,0
Phu Xuyen,2025-10-11 05:00:00+07:00,24.689,96,3.5455887,41,0
Thanh Tri,2025-10-11 05:00:00+07:00,24.877998,96,3.7585104,36,0
Chuong My,2025-10-11 05:00:00+07:00,24.0575,93,2.0364676,5,0
Dong Anh,2025-10-11 05:00:00+07:00,25.626,96,4.68,33,0
Me Linh,2025-10-11 05:00:00+07:00,25.026,96,3.7064266,29,0
Ba Dinh,2025-10-11 05:00:00+07:00,24.663,96,2.7416782,11,0
Ha Dong,2025-10-11 05:00:00+07:00,24.7215,96,2.7416782,11,0
Son Tay,2025-10-11 05:00:00+07:00,24.652,96,2.0991426,62,0
Thanh Xuan,2025-10-11 05:00:00+07:00,24.6565,96,2.7416782,11,0
Ung Hoa,2025-10-11 05:00:00+07:00,24.604,93,2.0364676,23,0
Son Tay,2025-10-11 06:00:00+07:00,24.402,97,2.3051248,59,0
Thanh Tri,2025-10-11 06:00:00+07:00,24.877998,97,4.6938257,58,0
My Duc,2025-10-11 06:00:00+07:00,24.1975,96,2.3051248,56,0
Gia Lam,2025-10-11 06:00:00+07:00,25.5065,96,6.0347,62,0
Tu Liem,2025-10-11 06:00:00+07:00,24.6585,97,3.563818,48,0
Hoan Kiem,2025-10-11 06:00:00+07:00,24.6325,97,3.563818,48,0
Dong Da,2025-10-11 06:00:00+07:00,24.6585,97,3.563818,48,0
Dan Phuong,2025-10-11 06:00:00+07:00,24.9825,96,3.8268526,37,0
Hoang Mai,2025-10-11 06:00:00+07:00,24.665,97,3.563818,48,0
Hai Ba Trung,2025-10-11 06:00:00+07:00,24.626,97,3.563818,48,0
Thach That,2025-10-11 06:00:00+07:00,24.376,97,2.3051248,59,0
Dong Anh,2025-10-11 06:00:00+07:00,25.526,96,5.2416787,48,0
Tay Ho,2025-10-11 06:00:00+07:00,25.539,96,5.2416787,48,0
Thuong Tin,2025-10-11 06:00:00+07:00,24.865,97,4.6938257,58,0
Long Bien,2025-10-11 06:00:00+07:00,24.6585,97,3.563818,48,0
Thanh Xuan,2025-10-11 06:00:00+07:00,24.6065,97,3.563818,48,0
Chuong My,2025-10-11 06:00:00+07:00,23.7075,96,2.3051248,48,0
Ba Dinh,2025-10-11 06:00:00+07:00,24.613,97,3.563818,48,0
Me Linh,2025-10-11 06:00:00+07:00,24.976,96,3.8268526,37,0
Quoc Oai,2025-10-11 06:00:00+07:00,23.178,98,2.8116899,54,0
Ung Hoa,2025-10-11 06:00:00+07:00,24.204,96,2.3051248,56,0
Ba Vi,2025-10-11 06:00:00+07:00,24.507,94,1.08,43,0
Phu Xuyen,2025-10-11 06:00:00+07:00,24.739,98,4.39436,73,0
Ha Dong,2025-10-11 06:00:00+07:00,24.671501,97,3.563818,48,0
Soc Son,2025-10-11 06:00:00+07:00,25.0655,96,4.379589,53,0
Hoai Duc,2025-10-11 06:00:00+07:00,24.671501,97,3.563818,48,0
Thanh Oai,2025-10-11 06:00:00+07:00,24.354,94,2.4149535,31,0
Cau Giay,2025-10-11 06:00:00+07:00,24.671501,97,3.563818,48,0
Phuc Tho,2025-10-11 06:00:00+07:00,25.002,96,3.8268526,37,0
Tay Ho,2025-10-11 07:00:00+07:00,26.139,94,6.379216,67,0
Quoc Oai,2025-10-11 07:00:00+07:00,24.428,97,2.9024127,68,0
My Duc,2025-10-11 07:00:00+07:00,25.1475,97,2.2768397,83,0
Tu Liem,2025-10-11 07:00:00+07:00,25.6085,96,4.8965297,73,0
Ba Dinh,2025-10-11 07:00:00+07:00,25.563,96,4.8965297,73,0
Son Tay,2025-10-11 07:00:00+07:00,25.302,96,2.8116899,69,0
Phu Xuyen,2025-10-11 07:00:00+07:00,25.338999,96,4.198285,87,0
Soc Son,2025-10-11 07:00:00+07:00,25.6655,95,5.2416787,73,0
Hoan Kiem,2025-10-11 07:00:00+07:00,25.582499,96,4.8965297,73,0
Thanh Xuan,2025-10-11 07:00:00+07:00,25.5565,96,4.8965297,73,0
Dong Da,2025-10-11 07:00:00+07:00,25.6085,96,4.8965297,73,0
Phuc Tho,2025-10-11 07:00:00+07:00,25.902,95,5.495161,80,0
Hoai Duc,2025-10-11 07:00:00+07:00,25.6215,96,4.8965297,73,0
Gia Lam,2025-10-11 07:00:00+07:00,26.0565,94,6.0347,88,0
Thanh Oai,2025-10-11 07:00:00+07:00,25.254,96,3.096837,72,0
Cau Giay,2025-10-11 07:00:00+07:00,25.6215,96,4.8965297,73,0
Dong Anh,2025-10-11 07:00:00+07:00,26.126,94,6.379216,67,0
Ha Dong,2025-10-11 07:00:00+07:00,25.6215,96,4.8965297,73,0
Thach That,2025-10-11 07:00:00+07:00,25.276,96,2.8116899,69,0
Hoang Mai,2025-10-11 07:00:00+07:00,25.615,96,4.8965297,73,0
Ba Vi,2025-10-11 07:00:00+07:00,25.407,94,1.08,56,0
Me Linh,2025-10-11 07:00:00+07:00,25.876,95,5.495161,80,0
Thanh Tri,2025-10-11 07:00:00+07:00,25.627998,95,4.8965297,87,0
Hai Ba Trung,2025-10-11 07:00:00+07:00,25.575998,96,4.8965297,73,0
Long Bien,2025-10-11 07:00:00+07:00,25.6085,96,4.8965297,73,0
Dan Phuong,2025-10-11 07:00:00+07:00,25.8825,95,5.495161,80,0
Chuong My,2025-10-11 07:00:00+07:00,24.8575,96,2.4149535,77,0
Ung Hoa,2025-10-11 07:00:00+07:00,25.154,97,2.2768397,83,0
Thuong Tin,2025-10-11 07:00:00+07:00,25.615,95,4.8965297,87,0
Long Bien,2025-10-11 08:00:00+07:00,26.6085,92,6.792466,82,0
Hoai Duc,2025-10-11 08:00:00+07:00,26.6215,92,6.792466,82,0
Thanh Xuan,2025-10-11 08:00:00+07:00,26.5565,92,6.792466,82,0
Tay Ho,2025-10-11 08:00:00+07:00,26.739,91,7.42159,100,0
Thuong Tin,2025-10-11 08:00:00+07:00,26.465,92,6.439876,100,0
Thanh Oai,2025-10-11 08:00:00+07:00,26.354,93,5.95906,80,0
Thach That,2025-10-11 08:00:00+07:00,26.226,92,5.3517847,84,0
Ha Dong,2025-10-11 08:00:00+07:00,26.6215,92,6.792466,82,0
Phuc Tho,2025-10-11 08:00:00+07:00,26.602,92,8.049845,77,0
Ba Dinh,2025-10-11 08:00:00+07:00,26.563,92,6.792466,82,0
Me Linh,2025-10-11 08:00:00+07:00,26.575998,92,8.049845,77,0
Chuong My,2025-10-11 08:00:00+07:00,26.2075,93,5.506941,84,0
Hai Ba Trung,2025-10-11 08:00:00+07:00,26.575998,92,6.792466,82,0
Ba Vi,2025-10-11 08:00:00+07:00,26.757,90,2.8799999,66,0
Dong Anh,2025-10-11 08:00:00+07:00,26.726,91,7.42159,100,0
Quoc Oai,2025-10-11 08:00:00+07:00,26.178,90,5.937272,90,0
Thanh Tri,2025-10-11 08:00:00+07:00,26.477999,92,6.439876,100,0
Hoan Kiem,2025-10-11 08:00:00+07:00,26.582499,92,6.792466,82,0
Son Tay,2025-10-11 08:00:00+07:00,26.252,92,5.3517847,84,0
Cau Giay,2025-10-11 08:00:00+07:00,26.6215,92,6.792466,82,0
Tu Liem,2025-10-11 08:00:00+07:00,26.6085,92,6.792466,82,0
Hoang Mai,2025-10-11 08:00:00+07:00,26.615,92,6.792466,82,0
Dong Da,2025-10-11 08:00:00+07:00,26.6085,92,6.792466,82,0
Ung Hoa,2025-10-11 08:00:00+07:00,26.404,92,4.452954,100,0
Gia Lam,2025-10-11 08:00:00+07:00,26.5065,90,7.172949,91,0
Soc Son,2025-10-11 08:00:00+07:00,26.615501,90,6.9527545,100,0
Dan Phuong,2025-10-11 08:00:00+07:00,26.582499,92,8.049845,77,0
My Duc,2025-10-11 08:00:00+07:00,26.3975,92,4.452954,100,0
Phu Xuyen,2025-10-11 08:00:00+07:00,26.439,92,5.634891,100,0
Hai Ba Trung,2025-10-11 09:00:00+07:00,27.626,88,7.10031,100,0
Thuong Tin,2025-10-11 09:00:00+07:00,27.365,88,7.289444,100,0
Tay Ho,2025-10-11 09:00:00+07:00,27.439,86,7.8954163,100,0
Cau Giay,2025-10-11 09:00:00+07:00,27.671501,88,7.10031,100,0
Phu Xuyen,2025-10-11 09:00:00+07:00,27.088999,89,6.725354,100,0
Hoai Duc,2025-10-11 09:00:00+07:00,27.671501,88,7.10031,100,0
Ba Vi,2025-10-11 09:00:00+07:00,27.557,87,5.4119864,78,0
Son Tay,2025-10-11 09:00:00+07:00,26.902,89,6.28713,83,0
Phuc Tho,2025-10-11 09:00:00+07:00,27.652,88,7.5942082,81,0
Thanh Oai,2025-10-11 09:00:00+07:00,27.204,89,6.489992,100,0
Dong Da,2025-10-11 09:00:00+07:00,27.6585,88,7.10031,100,0
Gia Lam,2025-10-11 09:00:00+07:00,27.206501,86,7.968939,100,0
Long Bien,2025-10-11 09:00:00+07:00,27.6585,88,7.10031,100,0
Thanh Tri,2025-10-11 09:00:00+07:00,27.377998,88,7.289444,100,0
Hoan Kiem,2025-10-11 09:00:00+07:00,27.6325,88,7.10031,100,0
Ba Dinh,2025-10-11 09:00:00+07:00,27.613,88,7.10031,100,0
Ung Hoa,2025-10-11 09:00:00+07:00,27.054,89,5.4477882,100,0
Ha Dong,2025-10-11 09:00:00+07:00,27.671501,88,7.10031,100,0
Soc Son,2025-10-11 09:00:00+07:00,27.5655,85,7.24486,100,0
Quoc Oai,2025-10-11 09:00:00+07:00,26.678,88,6.379216,86,0
My Duc,2025-10-11 09:00:00+07:00,27.0475,89,5.4477882,100,0
Dan Phuong,2025-10-11 09:00:00+07:00,27.6325,88,7.5942082,81,0
Me Linh,2025-10-11 09:00:00+07:00,27.626,88,7.5942082,81,0
Chuong My,2025-10-11 09:00:00+07:00,26.8075,89,5.8048253,100,0
Thach That,2025-10-11 09:00:00+07:00,26.876,89,6.28713,83,0
Dong Anh,2025-10-11 09:00:00+07:00,27.425999,86,7.8954163,100,0
Hoang Mai,2025-10-11 09:00:00+07:00,27.665,88,7.10031,100,0
Thanh Xuan,2025-10-11 09:00:00+07:00,27.6065,88,7.10031,100,0
Tu Liem,2025-10-11 09:00:00+07:00,27.6585,88,7.10031,100,0
Hoang Mai,2025-10-11 10:00:00+07:00,28.365,84,7.42159,100,0
My Duc,2025-10-11 10:00:00+07:00,27.3975,87,6.162207,100,0
Hoai Duc,2025-10-11 10:00:00+07:00,28.3715,84,7.42159,100,0
Son Tay,2025-10-11 10:00:00+07:00,27.752,86,5.154415,81,0
Hoan Kiem,2025-10-11 10:00:00+07:00,28.332499,84,7.42159,100,0
Thuong Tin,2025-10-11 10:00:00+07:00,27.315,86,7.771331,100,0
Thanh Tri,2025-10-11 10:00:00+07:00,27.328,86,7.771331,100,0
Soc Son,2025-10-11 10:00:00+07:00,28.015501,82,7.729527,100,0
Quoc Oai,2025-10-11 10:00:00+07:00,27.727999,84,5.506941,87,0
Cau Giay,2025-10-11 10:00:00+07:00,28.3715,84,7.42159,100,0
Long Bien,2025-10-11 10:00:00+07:00,28.3585,84,7.42159,100,0
Phu Xuyen,2025-10-11 10:00:00+07:00,27.189,86,7.69592,100,0
Ung Hoa,2025-10-11 10:00:00+07:00,27.404,87,6.162207,100,0
Tu Liem,2025-10-11 10:00:00+07:00,28.3585,84,7.42159,100,0
Gia Lam,2025-10-11 10:00:00+07:00,27.1065,85,7.628263,100,0
Dan Phuong,2025-10-11 10:00:00+07:00,28.6325,83,7.10031,100,0
Hai Ba Trung,2025-10-11 10:00:00+07:00,28.325998,84,7.42159,100,0
Dong Da,2025-10-11 10:00:00+07:00,28.3585,84,7.42159,100,0
Dong Anh,2025-10-11 10:00:00+07:00,27.825998,84,8.225035,100,0
Ba Vi,2025-10-11 10:00:00+07:00,28.307,84,4.68,76,0
Ba Dinh,2025-10-11 10:00:00+07:00,28.313,84,7.42159,100,0
Thach That,2025-10-11 10:00:00+07:00,27.726,86,5.154415,81,0
Chuong My,2025-10-11 10:00:00+07:00,27.2575,87,5.8603754,100,0
Phuc Tho,2025-10-11 10:00:00+07:00,28.652,83,7.10031,100,0
Ha Dong,2025-10-11 10:00:00+07:00,28.3715,84,7.42159,100,0
Thanh Xuan,2025-10-11 10:00:00+07:00,28.3065,84,7.42159,100,0
Me Linh,2025-10-11 10:00:00+07:00,28.626,83,7.10031,100,0
Tay Ho,2025-10-11 10:00:00+07:00,27.838999,84,8.225035,100,0
Thanh Oai,2025-10-11 10:00:00+07:00,28.154,85,6.379216,100,0
Dong Anh,2025-10-11 11:00:00+07:00,28.175999,82,7.42159,100,0
Cau Giay,2025-10-11 11:00:00+07:00,28.6215,83,6.9527545,100,0
Tu Liem,2025-10-11 11:00:00+07:00,28.6085,83,6.9527545,100,0
Soc Son,2025-10-11 11:00:00+07:00,28.9155,78,6.618519,98,0
Chuong My,2025-10-11 11:00:00+07:00,28.1075,84,5.8048253,100,0
Ung Hoa,2025-10-11 11:00:00+07:00,28.004,85,6.4799995,100,0
Me Linh,2025-10-11 11:00:00+07:00,29.325998,80,7.24486,100,0
Ba Dinh,2025-10-11 11:00:00+07:00,28.563,83,6.9527545,100,0
Dan Phuong,2025-10-11 11:00:00+07:00,29.332499,80,7.24486,100,0
Gia Lam,2025-10-11 11:00:00+07:00,27.956501,82,6.1305785,100,0
Dong Da,2025-10-11 11:00:00+07:00,28.6085,83,6.9527545,100,0
Phu Xuyen,2025-10-11 11:00:00+07:00,27.739,84,6.638072,100,0
Thanh Oai,2025-10-11 11:00:00+07:00,28.604,84,6.725354,100,0
Hoang Mai,2025-10-11 11:00:00+07:00,28.615,83,6.9527545,100,0
Ba Vi,2025-10-11 11:00:00+07:00,28.957,80,4.1046314,84,0
Hai Ba Trung,2025-10-11 11:00:00+07:00,28.575998,83,6.9527545,100,0
Phuc Tho,2025-10-11 11:00:00+07:00,29.352,80,7.24486,100,0
Long Bien,2025-10-11 11:00:00+07:00,28.6085,83,6.9527545,100,0
Hoan Kiem,2025-10-11 11:00:00+07:00,28.582499,83,6.9527545,100,0
Thuong Tin,2025-10-11 11:00:00+07:00,27.765001,84,6.6185193,100,0
Tay Ho,2025-10-11 11:00:00+07:00,28.189,82,7.42159,100,0
My Duc,2025-10-11 11:00:00+07:00,27.9975,85,6.4799995,100,0
Thanh Tri,2025-10-11 11:00:00+07:00,27.778,84,6.6185193,100,0
Quoc Oai,2025-10-11 11:00:00+07:00,28.578,81,4.896529,100,0
Thach That,2025-10-11 11:00:00+07:00,28.675999,81,4.3498964,81,0
Thanh Xuan,2025-10-11 11:00:00+07:00,28.5565,83,6.9527545,100,0
Son Tay,2025-10-11 11:00:00+07:00,28.702,81,4.3498964,81,0
Ha Dong,2025-10-11 11:00:00+07:00,28.6215,83,6.9527545,100,0
Hoai Duc,2025-10-11 11:00:00+07:00,28.6215,83,6.9527545,100,0
Thach That,2025-10-11 12:00:00+07:00,29.526,78,4.0249224,97,0
Chuong My,2025-10-11 12:00:00+07:00,28.1075,84,7.208994,100,0
Dong Da,2025-10-11 12:00:00+07:00,28.8085,83,6.28713,100,0
Ha Dong,2025-10-11 12:00:00+07:00,28.8215,83,6.28713,100,0
Tu Liem,2025-10-11 12:00:00+07:00,28.8085,83,6.28713,100,0
Hoang Mai,2025-10-11 12:00:00+07:00,28.815,83,6.28713,100,0
Thanh Oai,2025-10-11 12:00:00+07:00,28.604,83,7.771331,100,0
Ung Hoa,2025-10-11 12:00:00+07:00,28.004,85,6.130579,100,0
Me Linh,2025-10-11 12:00:00+07:00,29.325998,80,8.049845,100,0
Phu Xuyen,2025-10-11 12:00:00+07:00,28.389,84,5.315336,100,0
Phuc Tho,2025-10-11 12:00:00+07:00,29.352,80,8.049845,100,0
Thuong Tin,2025-10-11 12:00:00+07:00,28.465,81,4.8433046,100,0
Ba Vi,2025-10-11 12:00:00+07:00,29.407,79,3.4152596,72,0
Hoai Duc,2025-10-11 12:00:00+07:00,28.8215,83,6.28713,100,0
Long Bien,2025-10-11 12:00:00+07:00,28.8085,83,6.28713,100,0
Thanh Tri,2025-10-11 12:00:00+07:00,28.477999,81,4.8433046,100,0
Dong Anh,2025-10-11 12:00:00+07:00,28.825998,82,5.3999996,100,0
Cau Giay,2025-10-11 12:00:00+07:00,28.8215,83,6.28713,100,0
Soc Son,2025-10-11 12:00:00+07:00,29.265501,78,6.193674,100,0
Quoc Oai,2025-10-11 12:00:00+07:00,29.028,78,6.5693827,100,0
Hai Ba Trung,2025-10-11 12:00:00+07:00,28.776,83,6.28713,100,0
Hoan Kiem,2025-10-11 12:00:00+07:00,28.7825,83,6.28713,100,0
Tay Ho,2025-10-11 12:00:00+07:00,28.838999,82,5.3999996,100,0
Gia Lam,2025-10-11 12:00:00+07:00,28.7565,79,4.3349743,100,0
Son Tay,2025-10-11 12:00:00+07:00,29.552,78,4.0249224,97,0
Thanh Xuan,2025-10-11 12:00:00+07:00,28.7565,83,6.28713,100,0
My Duc,2025-10-11 12:00:00+07:00,27.9975,85,6.130579,100,0
Ba Dinh,2025-10-11 12:00:00+07:00,28.763,83,6.28713,100,0
Dan Phuong,2025-10-11 12:00:00+07:00,29.332499,80,8.049845,100,0
Son Tay,2025-10-11 13:00:00+07:00,30.152,73,6.763786,100,0
Ba Dinh,2025-10-11 13:00:00+07:00,29.963001,78,4.6800003,100,0
Tu Liem,2025-10-11 13:00:00+07:00,30.008501,78,4.6800003,100,0
Me Linh,2025-10-11 13:00:00+07:00,30.376,76,6.1094027,100,0
Ha Dong,2025-10-11 13:00:00+07:00,30.021502,78,4.6800003,100,0
Quoc Oai,2025-10-11 13:00:00+07:00,28.578,81,6.763786,100,0
Ung Hoa,2025-10-11 13:00:00+07:00,28.704,83,3.7064266,100,0
Ba Vi,2025-10-11 13:00:00+07:00,30.457,74,6.638072,100,0
Hoai Duc,2025-10-11 13:00:00+07:00,30.021502,78,4.6800003,100,0
My Duc,2025-10-11 13:00:00+07:00,28.6975,83,3.7064266,100,0
Phuc Tho,2025-10-11 13:00:00+07:00,30.402,76,6.1094027,100,0
Cau Giay,2025-10-11 13:00:00+07:00,30.021502,78,4.6800003,100,0
Thuong Tin,2025-10-11 13:00:00+07:00,30.065,76,3.671294,100,0
Soc Son,2025-10-11 13:00:00+07:00,30.3155,74,4.379589,100,0
Long Bien,2025-10-11 13:00:00+07:00,30.008501,78,4.6800003,100,0
Phu Xuyen,2025-10-11 13:00:00+07:00,30.039,75,3.6179552,100,0
Chuong My,2025-10-11 13:00:00+07:00,28.0075,85,5.634891,100,0
Hoan Kiem,2025-10-11 13:00:00+07:00,29.9825,78,4.6800003,100,0
Dong Da,2025-10-11 13:00:00+07:00,30.008501,78,4.6800003,100,0
Dong Anh,2025-10-11 13:00:00+07:00,30.376,73,4.379589,100,0
Tay Ho,2025-10-11 13:00:00+07:00,30.389,73,4.379589,100,0
Thach That,2025-10-11 13:00:00+07:00,30.126,73,6.763786,100,0
Thanh Tri,2025-10-11 13:00:00+07:00,30.078,76,3.671294,100,0
Thanh Oai,2025-10-11 13:00:00+07:00,28.754,82,5.3999996,100,0
Thanh Xuan,2025-10-11 13:00:00+07:00,29.956501,78,4.6800003,100,0
Hoang Mai,2025-10-11 13:00:00+07:00,30.015001,78,4.6800003,100,0
Dan Phuong,2025-10-11 13:00:00+07:00,30.3825,76,6.1094027,100,0
Gia Lam,2025-10-11 13:00:00+07:00,30.5065,71,3.6,98,0
Hai Ba Trung,2025-10-11 13:00:00+07:00,29.976,78,4.6800003,100,0
Tu Liem,2025-10-11 14:00:00+07:00,30.1585,77,5.4119864,100,0
Son Tay,2025-10-11 14:00:00+07:00,29.102,78,7.7043357,100,0
Ba Vi,2025-10-11 14:00:00+07:00,29.657,77,9.178235,100,0
Cau Giay,2025-10-11 14:00:00+07:00,30.171501,77,5.4119864,100,0
Soc Son,2025-10-11 14:00:00+07:00,30.7155,70,4.73506,100,0
Tay Ho,2025-10-11 14:00:00+07:00,30.739,70,4.73506,100,0
Thanh Oai,2025-10-11 14:00:00+07:00,29.004,80,5.2416787,100,0
Phu Xuyen,2025-10-11 14:00:00+07:00,30.239,74,5.4119864,100,0
Ba Dinh,2025-10-11 14:00:00+07:00,30.113,77,5.4119864,100,0
Me Linh,2025-10-11 14:00:00+07:00,30.376,75,5.95906,100,0
Thanh Tri,2025-10-11 14:00:00+07:00,30.528,74,5.3999996,100,0
Ha Dong,2025-10-11 14:00:00+07:00,30.171501,77,5.4119864,100,0
Gia Lam,2025-10-11 14:00:00+07:00,30.8065,70,4.6938252,94,0
Thuong Tin,2025-10-11 14:00:00+07:00,30.515001,74,5.3999996,100,0
Hoai Duc,2025-10-11 14:00:00+07:00,30.171501,77,5.4119864,100,0
Hoan Kiem,2025-10-11 14:00:00+07:00,30.1325,77,5.4119864,100,0
Thach That,2025-10-11 14:00:00+07:00,29.075998,78,7.7043357,100,0
Chuong My,2025-10-11 14:00:00+07:00,28.3075,83,4.6800003,100,0
Thanh Xuan,2025-10-11 14:00:00+07:00,30.1065,77,5.4119864,100,0
Quoc Oai,2025-10-11 14:00:00+07:00,28.328,81,5.8603754,100,0
Hoang Mai,2025-10-11 14:00:00+07:00,30.165,77,5.4119864,100,0
Dan Phuong,2025-10-11 14:00:00+07:00,30.3825,75,5.95906,100,0
Ung Hoa,2025-10-11 14:00:00+07:00,28.704,81,4.32,100,0
Dong Da,2025-10-11 14:00:00+07:00,30.1585,77,5.4119864,100,0
My Duc,2025-10-11 14:00:00+07:00,28.6975,81,4.32,100,0
Hai Ba Trung,2025-10-11 14:00:00+07:00,30.126,77,5.4119864,100,0
Phuc Tho,2025-10-11 14:00:00+07:00,30.402,75,5.95906,100,0
Long Bien,2025-10-11 14:00:00+07:00,30.1585,77,5.4119864,100,0
Dong Anh,2025-10-11 14:00:00+07:00,30.726,70,4.73506,100,0
Cau Giay,2025-10-11 15:00:00+07:00,30.171501,75,6.130579,100,0
Dong Anh,2025-10-11 15:00:00+07:00,30.675999,71,5.0528407,99,0
Quoc Oai,2025-10-11 15:00:00+07:00,28.477999,79,5.495161,100,0
Long Bien,2025-10-11 15:00:00+07:00,30.1585,75,6.130579,100,0
Thanh Xuan,2025-10-11 15:00:00+07:00,30.1065,75,6.130579,100,0
Thanh Tri,2025-10-11 15:00:00+07:00,30.227999,74,6.130579,100,0
Me Linh,2025-10-11 15:00:00+07:00,30.276,75,6.0347,100,0
Tay Ho,2025-10-11 15:00:00+07:00,30.689,71,5.0528407,99,0
Phu Xuyen,2025-10-11 15:00:00+07:00,29.939,75,5.937272,100,0
Soc Son,2025-10-11 15:00:00+07:00,30.5655,70,4.6938252,100,0
Son Tay,2025-10-11 15:00:00+07:00,28.752,79,6.193674,100,0
Gia Lam,2025-10-11 15:00:00+07:00,30.7565,71,5.04,100,0
Hai Ba Trung,2025-10-11 15:00:00+07:00,30.126,75,6.130579,100,0
Hoang Mai,2025-10-11 15:00:00+07:00,30.165,75,6.130579,100,0
Thach That,2025-10-11 15:00:00+07:00,28.726,79,6.193674,100,0
My Duc,2025-10-11 15:00:00+07:00,29.0475,79,4.3349743,100,0
Thanh Oai,2025-10-11 15:00:00+07:00,29.104,79,5.5887027,100,0
Dan Phuong,2025-10-11 15:00:00+07:00,30.2825,75,6.0347,100,0
Chuong My,2025-10-11 15:00:00+07:00,28.3575,81,5.154415,100,0
Dong Da,2025-10-11 15:00:00+07:00,30.1585,75,6.130579,100,0
Ung Hoa,2025-10-11 15:00:00+07:00,29.054,79,4.3349743,100,0
Phuc Tho,2025-10-11 15:00:00+07:00,30.302,75,6.0347,100,0
